time (s),X (m),Y (m),Z (m),phi (rad),theta (rad),psi (rad),v_x (m/s),v_y (m/s),v_z (m/s),phi_dot (rad/s),theta_dot (rad/s),psi_dot (rad/s)
3.375,4.552802732325601e-11,4.552802222077141e-11,-50.175703102074,-4.2185659981152626e-11,4.218566497264096e-11,8.327599342988831e-19,5.151620168614592e-11,5.151619560772293e-11,-29.73374999676525,-2.0754391033880246e-11,2.0754394049501793e-11,6.538661540544126e-19
3.4000000000000004,4.6829169640358575e-11,4.682916438434543e-11,-50.92179997699707,-4.2705272861344786e-11,4.270527792643265e-11,8.49189226619851e-19,5.2577348763589586e-11,5.2577342559422524e-11,-29.953999997079713,-2.0814639381498697e-11,2.081464225382728e-11,6.604757282687043e-19
3.4250000000000003,4.8157003173713176e-11,4.815699776100555e-11,-51.673403101928116,-4.322637568699888e-11,4.3226380824555005e-11,8.657829881344298e-19,5.365150519484932e-11,5.3651498863121496e-11,-30.174249997404434,-2.0873586670830336e-11,2.0873589595965148e-11,6.670299186666769e-19
3.45,4.9511853619502414e-11,4.951184804688796e-11,-52.43051247686741,-4.374893597688199e-11,4.37489411892321e-11,8.825401348467617e-19,5.473870783156567e-11,5.4738701370439915e-11,-30.394499997739686,-2.093123651981458e-11,2.09312395782055e-11,6.73525854476211e-19
3.475,5.0894047585063434e-11,5.089404184928388e-11,-53.19312810181523,-4.4272921342233486e-11,4.42729266317978e-11,8.994586689950031e-19,5.583899271489087e-11,5.583898612246239e-11,-30.614749998085735,-2.0987592708310005e-11,2.0987595827048662e-11,6.799613212322172e-19
3.5,5.230391256865591e-11,5.230390666640398e-11,-53.96124997677184,-4.4798299488498875e-11,4.479830485587462e-11,9.165371940681598e-19,5.69523950777735e-11,5.695238835209946e-11,-30.834999998442864,-2.1042658992916105e-11,2.1042662099093353e-11,6.863326940620378e-19
3.5250000000000004,5.374177693928422e-11,5.3741770867204665e-11,-54.73487810173752,-4.532503821843951e-11,4.532504366070426e-11,9.337742831809374e-19,5.8078949347327144e-11,5.8078942486487244e-11,-31.055249998811366,-2.1096439402334837e-11,2.1096442287280303e-11,6.926387136155022e-19
3.5500000000000003,5.52079699165835e-11,5.520796367127475e-11,-55.51401247671256,-4.58531054313818e-11,4.5853110944639226e-11,9.51168034471735e-19,5.921868914728524e-11,5.921868214946195e-11,-31.27549999919155,-2.114893763306084e-11,2.1148940427507938e-11,6.988764200486284e-19
3.575,5.670282155076716e-11,5.670281512878194e-11,-56.29865310169725,-4.638246912706776e-11,4.6382474708803744e-11,9.687169837074272e-19,6.03716473005463e-11,6.037164016399428e-11,-31.49574999958373,-2.1200158021812225e-11,2.120016070564739e-11,7.050435272930004e-19
3.6,5.822666270263721e-11,5.822665610048626e-11,-57.088799976691895,-4.691309741091057e-11,4.6913103060936726e-11,9.86419176986837e-19,6.153785583181534e-11,6.153784855483452e-11,-31.71599999998824,-2.125010468561285e-11,2.1250107464991563e-11,7.11137726548386e-19
3.625,5.977982502366411e-11,5.977981823781537e-11,-57.88445310169682,-4.744495849944408e-11,4.7444964219426346e-11,1.0042728057800749e-18,6.27173459703441e-11,6.271733855120195e-11,-31.93625000040543,-2.129878239706391e-11,2.1298785214162214e-11,7.171562428419344e-19
3.6500000000000004,6.136264093613711e-11,6.136263396301488e-11,-58.68561247671233,-4.797802072679185e-11,4.797802651754727e-11,1.0222759642623027e-18,6.391014815277757e-11,6.391014058971365e-11,-32.156500000835656,-2.134619579075586e-11,2.1346198635516633e-11,7.230975607339813e-19
3.6750000000000003,6.297544361338432e-11,6.297543644936804e-11,-59.49227810173877,-4.8512252544942714e-11,4.851225840791742e-11,1.0404266163204151e-18,6.511629202611097e-11,6.511628431734001e-11,-32.37675000127929,-2.139234966132278e-11,2.1392352594083782e-11,7.289580645973191e-19
3.7,6.461856696006965e-11,6.461855960149408e-11,-60.30444997677646,-4.904762253189366e-11,4.904762846718174e-11,1.0587224035001194e-18,6.633580645076295e-11,6.633579859446825e-11,-32.59700000173674,-2.1437249294759957e-11,2.1437252147077233e-11,7.347361877605009e-19
3.725,6.629234559256881e-11,6.629233803572322e-11,-61.12212810182577,-4.958409939362658e-11,4.958410540094554e-11,1.0771619310827132e-18,6.756871950377134e-11,6.756871149815442e-11,-32.81725000220839,-2.148089964387268e-11,2.148090255402053e-11,7.404297606603998e-19
3.75,6.79971148194259e-11,6.799710706055447e-11,-61.94531247688707,-5.0121651968389733e-11,5.012165804896505e-11,1.0957425395467168e-18,6.881505848211726e-11,6.881505032536017e-11,-33.03750000269469,-2.1523306337165308e-11,2.1523309287545207e-11,7.460357403575817e-19
3.7750000000000004,6.973321062189419e-11,6.973320265719583e-11,-62.7740031019607,-5.0660249237668265e-11,5.0660255390620646e-11,1.1144623468088501e-18,7.007484990618763e-11,7.007484159646065e-11,-33.25775000319608,-2.156447520512989e-11,2.1564478044896198e-11,7.515522671029964e-19
3.8000000000000003,7.150096963456773e-11,7.150096146019562e-11,-63.608199977047065,-5.119986032783772e-11,5.1199866550684586e-11,1.1333188737758995e-18,7.134811952337777e-11,7.134811105890267e-11,-33.478000003713035,-2.1604412008438686e-11,2.1604414760217845e-11,7.569758939278977e-19
3.825,7.330072912610094e-11,7.330072073816465e-11,-64.44790310214655,-5.174045451137834e-11,5.174046080540824e-11,1.1523098582219809e-18,7.263489231184889e-11,7.263488369087536e-11,-33.698250004246034,-2.164312267481505e-11,2.1643125617670397e-11,7.623058061598515e-19
3.85,7.513282698002802e-11,7.513281837459245e-11,-65.29311247725958,-5.2282001218454585e-11,5.2282007588947195e-11,1.1714328616833728e-18,7.39351924844431e-11,7.39351837051259e-11,-33.91850000479561,-2.1680613891294175e-11,2.168061706545202e-11,7.675398778755162e-19
3.875,7.699760167568108e-11,7.699759284876294e-11,-66.14382810238655,-5.282447005090065e-11,5.2824476500150367e-11,1.1906855015350843e-18,7.524904349276888e-11,7.524903455315214e-11,-34.13875000536228,-2.171689270439619e-11,2.1716895830791438e-11,7.726744842400997e-19
3.9000000000000004,7.88953922692101e-11,7.889538321677771e-11,-67.00004997752792,-5.336783078336242e-11,5.336783730973515e-11,1.2100650032712702e-18,7.657646803146477e-11,7.657645892959655e-11,-34.359000005946626,-2.175196589256347e-11,2.1751968935999946e-11,7.777078271114329e-19
3.9250000000000003,8.082653837471553e-11,8.082652909268861e-11,-67.86177810268413,-5.391205336608216e-11,5.3912059967881143e-11,1.2295692990287514e-18,7.791748804265416e-11,7.791747877662719e-11,-34.579250006549245,-2.178584072502051e-11,2.1785843715665804e-11,7.826383019401237e-19
3.95,8.279138014549324e-11,8.279137062974416e-11,-68.72901247785563,-5.4457107937397417e-11,5.44571146122654e-11,1.249195662428509e-18,7.927212472059734e-11,7.927211528855005e-11,-34.79950000717076,-2.1818524980196033e-11,2.181852783508429e-11,7.874636322881697e-19
3.975,8.479025825539771e-11,8.479024850175376e-11,-69.60175310304292,-5.500296483030761e-11,5.500297157657948e-11,1.2689411953722818e-18,8.064039851656052e-11,8.064038891669255e-11,-35.019750007811815,-2.1850026452627166e-11,2.1850029310033825e-11,7.9218111146652e-19
4.0,8.682351388033076e-11,8.682350388457353e-11,-70.47999997824648,-5.554959458241362e-11,5.5549601399555016e-11,1.2888031258785798e-18,8.202232914390749e-11,8.202231937443586e-11,-35.24000000847313,-2.1880353715849983e-11,2.1880356528006295e-11,7.967903620210088e-19
4.025,8.889148867985956e-11,8.889147843772741e-11,-71.36375310346683,-5.609696794804034e-11,5.60969748345429e-11,1.3087790905201308e-18,8.34179355834319e-11,8.34179256426007e-11,-35.46025000915542,-2.1909515534289027e-11,2.190951827102658e-11,8.012890281605375e-19
4.05,9.099452477897228e-11,9.099451428615995e-11,-72.25301247870452,-5.6645055905767735e-11,5.664506285968303e-11,1.3288662197996149e-18,8.482723608894563e-11,8.482722597504302e-11,-35.68050000985947,-2.1937521083891198e-11,2.1937523740182023e-11,8.056740982034967e-19
4.075,9.313296474997633e-11,9.313295400213573e-11,-73.14777810396008,-5.7193829668230664e-11,5.719383668871063e-11,1.3490614312903765e-18,8.625024819313672e-11,8.625023790449097e-11,-35.90075001058608,-2.196437991316363e-11,2.1964382582028426e-11,8.099455064914154e-19
4.1000000000000005,9.530715159454705e-11,9.530714058728855e-11,-74.04804997923411,-5.774326069587592e-11,5.774326778244886e-11,1.3693619885033552e-18,8.768698871371612e-11,8.768697824866335e-11,-36.121000011336115,-2.1990102298442643e-11,2.199010491702918e-11,8.140986226127284e-19
4.125,9.751742872592991e-11,9.75174174548223e-11,-74.9538281045272,-5.829332070749307e-11,5.829332786103931e-11,1.3897648686750235e-18,8.91374737598722e-11,8.913746311675639e-11,-36.3412500121105,-2.2014698630939012e-11,2.2014701370204945e-11,8.181336332813457e-19
4.15,9.976413995131661e-11,9.976412841188733e-11,-75.86511247983995,-5.884398169359019e-11,5.884398891696949e-11,1.4102671464062223e-18,9.060171873905465e-11,9.060170791616272e-11,-36.56150001291019,-2.2038180256820056e-11,2.2038183104194824e-11,8.220493241689659e-19
4.175,1.0204762945438594e-10,1.02047617642119e-10,-76.78190310517304,-5.939521593470924e-11,5.939522322895869e-11,1.4308657813134269e-18,9.207973836410645e-11,9.207972735966988e-11,-36.78175001373621,-2.2060559032701027e-11,2.2060561854937724e-11,8.258432036741972e-19
4.2,1.043682417780348e-10,1.043682296883687e-10,-77.70419998052711,-5.994699601228186e-11,5.994700337677301e-11,1.4515580306093113e-18,9.357154666077092e-11,9.357153547302451e-11,-37.002000014589655,-2.2081847173117557e-11,2.2081849970216442e-11,8.295142520207701e-19
4.2250000000000005,1.0672632180729642e-10,1.0672630943562667e-10,-78.63200310590288,-6.049929482136643e-11,6.049930225704205e-11,1.472340196328522e-18,9.507715697560042e-11,9.507714560277938e-11,-37.22225001547168,-2.210205755364346e-11,2.210206045130874e-11,8.330612297251868e-19
4.25,1.0912221475246431e-10,1.0912220209414215e-10,-79.56531248130108,-6.105208559380111e-11,6.10520931001587e-11,1.4932094471672287e-18,9.65965819842904e-11,9.659657042460595e-11,-37.44250001638352,-2.2121204241148915e-11,2.21212069980279e-11,8.364823817928143e-19
4.275,1.1155626613243154e-10,1.1155625318276313e-10,-80.50412810672246,-6.160534191495815e-11,6.160534948835232e-11,1.5141626665063887e-18,9.81298337004779e-11,9.812982195220578e-11,-37.66275001732648,-2.2139301451414656e-11,2.2139304057450536e-11,8.397769655205766e-19
4.3,1.1402882175825137e-10,1.1402880851250193e-10,-81.44844998216782,-6.2159037735415e-11,6.21590453750285e-11,1.535197191833162e-18,9.967692348502705e-11,9.967691154651124e-11,-37.88300001830198,-2.2156364185131447e-11,2.2156366876649e-11,8.429426788987562e-19
4.325,1.1654022771694272e-10,1.1654021417033528e-10,-82.39827810763798,-6.2713147398991e-11,6.271315510548391e-11,1.556308731125757e-18,1.0123786205584898e-10,1.0123784992541653e-10,-38.10325001931151,-2.2172408900945148e-11,2.217241155978193e-11,8.459820200163373e-19
4.3500000000000005,1.1909083035554335e-10,1.1909081650325876e-10,-83.35361248313383,-6.326764566312431e-11,6.326765343910494e-11,1.577495184398579e-18,1.0281265949828667e-10,1.028126471742439e-10,-38.32350002035668,-2.2187452229704598e-11,2.21874551298964e-11,8.488929641639878e-19
4.375,1.216809762654319e-10,1.2168096210260717e-10,-84.31445310865628,-6.382250772139132e-11,6.382251557317664e-11,1.5987522411515584e-18,1.0440132527611473e-10,1.0440131275664393e-10,-38.543750021439216,-2.2201512431664285e-11,2.220151559583801e-11,8.516724094648978e-19
4.4,1.2431101226693242e-10,1.2431099778865864e-10,-85.28079998420628,-6.437770923553195e-11,6.437771716843288e-11,1.6200770999692271e-18,1.0600386824319651e-10,1.0600385552632774e-10,-38.76400002256096,-2.2214608699584996e-11,2.2214612024662875e-11,8.543230573195945e-19
4.425,1.2698128539422202e-10,1.2698127059553818e-10,-86.25265310978484,-6.493322636266229e-11,6.493323437649042e-11,1.6414666702586415e-18,1.0762029665585207e-10,1.0762028373953848e-10,-38.98425002372392,-2.2226761470849217e-11,2.222676461994256e-11,8.568436259868793e-19
4.45,1.296921428805529e-10,1.2969212775644833e-10,-87.23001248539303,-6.54890357802835e-11,6.548904386931951e-11,1.6629180727784716e-18,1.0925061818599631e-10,1.0925060506827664e-10,-39.204500024930226,-2.2237991938862354e-11,2.2237994806380417e-11,8.592339660375639e-19
4.4750000000000005,1.3244393214381593e-10,1.3244391668923162e-10,-88.21287811103194,-6.604511470924606e-11,6.604512287091268e-11,1.6844271753995653e-18,1.1089483993509969e-10,1.1089482661414133e-10,-39.42475002618221,-2.2248322378135124e-11,2.2248325321077687e-11,8.614952631737653e-19
4.5,1.3523700077246335e-10,1.352369849822956e-10,-89.20124998670273,-6.660144095536048e-11,6.660144919132363e-11,1.705991395492293e-18,1.125529684490506e-10,1.1255295492301143e-10,-39.64500002748239,-2.2257777311014468e-11,2.2257780311783004e-11,8.636277406999174e-19
4.525,1.3807169651181435e-10,1.3807168038091353e-10,-90.19512811240668,-6.71579929533989e-11,6.715800126324975e-11,1.7276071440424587e-18,1.1422500973398019e-10,1.1422499600099614e-10,-39.865250028833486,-2.2266382532055608e-11,2.226638544231823e-11,8.65633417304766e-19
4.55,1.4094836725077258e-10,1.4094835077394152e-10,-91.19451248814508,-6.771474979798247e-11,6.771475818134424e-11,1.7492709416054905e-18,1.1591096927314093e-10,1.1591095533137277e-10,-40.085500030238464,-2.2274165034633546e-11,2.2274168005236098e-11,8.67512969868833e-19
4.575,1.4386736100897389e-10,1.438673441809695e-10,-92.1994031139193,-6.82716912860788e-11,6.827169974442842e-11,1.7709806642396652e-18,1.1761085204491686e-10,1.1761083789250302e-10,-40.30575003170055,-2.2281154013073932e-11,2.2281157041501837e-11,8.692655731300155e-19
4.6000000000000005,1.468290259244038e-10,1.468290087399371e-10,-93.20979998973085,-6.882879796772527e-11,6.882880650078006e-11,1.7927325862874563e-18,1.1932466254206047e-10,1.193246481771183e-10,-40.526000033223276,-2.2287380518650924e-11,2.2287383466629673e-11,8.708953475423244e-19
4.625,1.4983371024151386e-10,1.4983369269524704e-10,-94.22570311558128,-6.938605118944507e-11,6.938605979663923e-11,1.814523845786743e-18,1.2105240479226597e-10,1.210523902129343e-10,-40.746250034810515,-2.2292877218928763e-11,2.2292880202108338e-11,8.724065029471774e-19
4.65,1.5288176229986234e-10,1.5288174438641377e-10,-95.24711249147224,-6.994343314900281e-11,6.994344182804257e-11,1.836351086456229e-18,1.2279408238017057e-10,1.2279406758460602e-10,-40.96650003646651,-2.2297679545702554e-11,2.229768231015805e-11,8.73799913755867e-19
4.675,1.559735305233357e-10,1.5597351223727618e-10,-96.27402811740552,-7.050092694790757e-11,7.050093569602724e-11,1.8582120693950694e-18,1.245496984709205e-10,1.2454968345736657e-10,-41.18675003819595,-2.230182436666754e-11,2.230182712860856e-11,8.750804572555568e-19
4.7,1.5910936340996762e-10,1.5910934474582617e-10,-97.30644999338303,-7.105851664643855e-11,7.105852546514672e-11,1.880103533767826e-18,1.263192558354021e-10,1.2631924060211217e-10,-41.40700004000402,-2.2305351515814847e-11,2.2305354400947515e-11,8.76248327121065e-19
4.7250000000000005,1.6228960952242147e-10,1.6228959047468245e-10,-98.34437811940678,-7.161618733468633e-11,7.161619622508252e-11,1.902023051574229e-18,1.2810275687727107e-10,1.2810274142245226e-10,-41.62725004189646,-2.230830354399508e-11,2.2308306393932246e-11,8.773127961662081e-19
4.75,1.6551461747916552e-10,1.6551459804226904e-10,-99.38781249547898,-7.217392519501484e-11,7.217393415489958e-11,1.923968674163759e-18,1.2990020366190107e-10,1.2990018798377492e-10,-41.84750004387968,-2.2310725282280525e-11,2.2310727991428656e-11,8.782762254453645e-19
4.775,1.6878473594640175e-10,1.6878471611474284e-10,-100.43675312160198,-7.273171756277956e-11,7.273172658913612e-11,1.9459364656758574e-18,1.3171159794735653e-10,1.317115820442174e-10,-42.06775004596083,-2.2312664138897517e-11,2.2312666747481734e-11,8.791465318088067e-19
4.800000000000001,1.7210031363079162e-10,1.7210029339872436e-10,-101.49119999777834,-7.328955299392576e-11,7.328956208439709e-11,1.9679245212449407e-18,1.335369412174816e-10,1.3353692508768837e-10,-42.28800004814796,-2.2314170352792804e-11,2.231417287338403e-11,8.79930596995082e-19
4.825,1.7546169927303672e-10,1.7546167863487423e-10,-102.55115312401082,-7.384742133319987e-11,7.384743048432918e-11,1.989931604568198e-18,1.3537623471715498e-10,1.3537621835913352e-10,-42.50825005045014,-2.2315296789142304e-11,2.2315299121176467e-11,8.806364640027882e-19
4.8500000000000005,1.788692416423718e-10,1.7886922059239084e-10,-103.61661250030242,-7.440531376940947e-11,7.440532297968819e-11,2.011955002304904e-18,1.3722947948967848e-10,1.3722946290193408e-10,-42.72850005287767,-2.231609810762022e-11,2.23161005075351e-11,8.812730234331665e-19
4.875,1.823232895320137e-10,1.8232326806445169e-10,-104.68757812665642,-7.496322288594836e-11,7.496323215845629e-11,2.0339940325005824e-18,1.3909667641615083e-10,1.3909665959716064e-10,-42.94875005544229,-2.2316631215493998e-11,2.231663379391068e-11,8.818482090812218e-19
4.9,1.8582419175561427e-10,1.8582416986467062e-10,-105.7640500030764,-7.552114269827792e-11,7.552115203832597e-11,2.0560476510441832e-18,1.409778262564706e-10,1.4097780920460342e-10,-43.16900005815745,-2.231695377087311e-11,2.231695659567081e-11,8.823764118209038e-19
4.925000000000001,1.8937229714476076e-10,1.8937227482458977e-10,-106.84602812956636,-7.607906865924135e-11,7.607907806984647e-11,2.078113202415329e-18,1.428729296912701e-10,1.4287291240477356e-10,-43.38925006103874,-2.231712310618575e-11,2.2317125925955692e-11,8.828674416045744e-19
4.95,1.929679545475075e-10,1.9296793179222296e-10,-107.93351250613067,-7.663699761001954e-11,7.663700709234431e-11,2.100190691334564e-18,1.4478198736353092e-10,1.4478196984061747e-10,-43.609500064104225,-2.2317192956068446e-11,2.2317195873887518e-11,8.833303931717447e-19
4.9750000000000005,1.966115128279379e-10,1.9661148963160563e-10,-109.02650313277415,-7.719492766105361e-11,7.719493721509846e-11,2.1222795765801976e-18,1.4670499991770655e-10,1.4670498215655558e-10,-43.82975006737515,-2.2317211126676564e-11,2.231721394644604e-11,8.837797365727555e-19
5.0,2.0030332086662195e-10,2.0030329722326557e-10,-110.1250000095023,-7.775285795640727e-11,7.775286758097774e-11,2.1443796503725786e-18,1.4864196803263808e-10,1.4864195003145956e-10,-44.05000007087664,-2.23172125016062e-11,2.2317215323886273e-11,8.842260580117215e-19
